7		7
15		7
13		13
13		13
1		13
14		14
4		1
9		9
14		14
7		7
15		14
13		13
13		13
1		14
14		7
4		4
9		7
14		14
7		7
15		15
13		13
13		13
1		14
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		14
1		1
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		13
1		1
14		14
4		4
9		7
14		14
7		7
15		15
13		13
13		13
1		1
14		14
4		9
9		9
14		14
7		7
15		15
13		13
13		13
1		14
14		13
4		4
9		9
14		14
7		7
15		1
13		13
13		13
1		1
14		14
4		4
9		9
14		14
7		9
15		15
13		1
13		1
1		7
14		1
4		4
9		9
14		4
7		14
15		1
13		13
13		13
1		1
14		1
4		4
9		9
14		14
7		1
15		1
13		13
13		13
1		1
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		13
1		7
14		13
4		4
9		9
14		14
7		4
15		14
13		13
13		13
1		1
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		15
1		1
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		13
1		1
14		14
4		4
9		9
14		13
7		9
15		15
13		13
13		13
1		7
14		13
4		4
9		9
14		1
7		7
15		1
13		13
13		13
1		14
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		13
1		13
14		13
4		4
9		9
14		13
7		15
15		14
13		1
13		13
1		1
14		14
4		4
9		9
14		7
7		7
15		15
13		13
13		13
1		1
14		14
4		4
9		9
14		14
7		7
15		4
13		13
13		13
1		1
14		14
4		4
9		9
14		14
7		7
15		15
13		13
13		13
1		1
14		14
4		1
9		9
14		14
7		7
15		14

Total no. of predictions = 200
Correct predictions = 153
Accuracy = 76.5 %
